fio,admission_year,study_form,ct_score,certificate_score,total_score,specialty,address,phone
Оксана Семеновна Белова,2023,Бюджет,36,7.1,107.0,Журналистика,"г. Великие Луки, пер. Ставропольский, д. 7/1 к. 80, 341164",8 334 889 9043
Кир Захарьевич Владимиров,2024,Целевая,59,7.9,138.0,Информатика и вычислительная техника,"г. Черусти, пер. Фестивальный, д. 261 стр. 9/8, 232738",+7 721 354 6894
Горбачева Галина Яковлевна,2024,Платная,68,8.1,149.0,Медицина,"клх Суздаль, пер. Болотный, д. 224 к. 102, 008406",8 (799) 524-32-42
Евпраксия Максимовна Колесникова,2022,Платная,30,6.9,99.0,Информатика и вычислительная техника,"клх Троицк (Моск.), наб. Прудовая, д. 2/8, 847064",+75582843358
Гуляева Елена Даниловна,2021,Бюджет,27,8.1,108.0,Медицина,"ст. Углич, алл. Народная, д. 197 стр. 76, 224956",+7 (061) 425-1130
Ферапонт Тимурович Потапов,2024,Целевая,69,8.0,149.0,Дизайн,"п. Североуральск, наб. Пугачева, д. 99, 245418",8 (167) 440-1047
Оксана Владиславовна Корнилова,2025,Целевая,47,7.5,122.0,Юриспруденция,"п. Сосногорск, ул. Крымская, д. 595, 129612",8 (479) 095-4391
Уваров Януарий Егорович,2022,Бюджет,46,8.5,131.0,Лингвистика,"к. Краснокамск, наб. З.Космодемьянской, д. 7 стр. 18, 666952",8 427 599 9893
Горбачева Варвара Даниловна,2021,Целевая,73,8.5,158.0,Строительство,"с. Шелехов, пр. Буденного, д. 4/6 стр. 722, 881977",+78913827510
Любосмысл Трофимович Герасимов,2024,Бюджет,75,7.3,148.0,Психология,"с. Калининград, алл. Горького, д. 3 стр. 801, 273673",8 062 271 8535
Лазарь Александрович Гусев,2021,Платная,42,8.7,129.0,Журналистика,"к. Нижнекамск, пр. Владимирский, д. 9 стр. 37, 375007",87733362364
Надежда Вениаминовна Гришина,2021,Бюджет,36,7.9,115.0,Психология,"к. Обнинск, пер. Стадионный, д. 20 стр. 33, 221193",8 (836) 425-15-05
Савелий Ермилович Кулаков,2021,Целевая,64,7.7,141.0,Экономика,"д. Серпухов, наб. Свободная, д. 4 стр. 7, 869308",+7 136 703 38 88
Михайлов Мартьян Архипович,2023,Платная,43,7.2,115.0,Дизайн,"г. Курильск, пр. Просторный, д. 553, 848635",8 195 648 43 47
Милен Венедиктович Якушев,2022,Бюджет,72,7.7,149.0,Менеджмент,"п. Калач, пр. Западный, д. 2/8 к. 14, 199436",82566792430
Нинель Владиславовна Зимина,2024,Платная,60,7.8,138.0,Юриспруденция,"клх Ростов, пер. Кузнечный, д. 730 к. 1/2, 364124",88124920518
Ильина Пелагея Григорьевна,2023,Целевая,36,6.3,99.0,Менеджмент,"д. Малоярославец, пр. Большой, д. 239 стр. 3, 388385",8 (543) 130-32-16
Валерьян Глебович Федосеев,2021,Бюджет,69,9.9,168.0,Менеджмент,"клх Ельня, пр. Олега Кошевого, д. 6, 788609",+7 (820) 166-9486
Иванов Лонгин Дорофеевич,2022,Платная,40,7.4,114.0,Лингвистика,"п. Валдай, пр. Полтавский, д. 493 к. 839, 783889",8 (510) 315-01-75
Алла Александровна Фомичева,2025,Бюджет,48,8.3,131.0,Дизайн,"д. Москва, наб. Энергетическая, д. 6/1, 241009",+7 170 810 6103
Изяслав Аверьянович Титов,2022,Бюджет,63,7.3,136.0,Менеджмент,"п. Анапа, бул. Сибирский, д. 75, 380695",+7 (373) 261-9983
София Альбертовна Шарапова,2024,Платная,85,8.2,167.0,Журналистика,"к. Юровск, пер. Чехова, д. 6/1 стр. 50, 668482",+7 (032) 023-5921
Мамонтова Элеонора Семеновна,2024,Платная,43,7.5,118.0,Медицина,"д. Королев, бул. Енисейский, д. 6/9, 844338",8 316 294 14 06
Венедикт Богданович Колобов,2025,Платная,58,9.5,153.0,Экономика,"к. Кулу, алл. Угольная, д. 74 стр. 4, 713070",8 438 391 05 63
Владлен Ермолаевич Блохин,2024,Целевая,63,7.2,135.0,Психология,"д. Астрахань, пр. Короткий, д. 9, 538383",+7 (585) 916-98-09
Кондратьев Натан Антипович,2025,Платная,92,7.7,169.0,Медицина,"с. Ессентуки, ш. Центральное, д. 1, 710794",+7 588 069 90 83
Шестакова Регина Яковлевна,2025,Целевая,65,7.7,142.0,Строительство,"п. Данков, ш. Высотное, д. 8/1 к. 41, 348248",8 813 601 81 51
Красильникова Виктория Валентиновна,2024,Бюджет,55,8.3,138.0,Дизайн,"клх Самара, бул. Павлика Морозова, д. 78, 567264",8 (245) 217-4444
Ульяна Ивановна Русакова,2025,Целевая,57,8.2,139.0,Лингвистика,"г. Ковров, ш. Станционное, д. 1 к. 667, 817012",8 (574) 987-57-26
Макаров Тимур Федотович,2021,Целевая,65,6.1,126.0,Психология,"ст. Нефедова, алл. Вишневая, д. 7 стр. 528, 884728",+70402683329
Красильников Каллистрат Терентьевич,2022,Бюджет,45,9.2,137.0,Менеджмент,"п. Устюжна, бул. Брянский, д. 8/8 к. 68, 507964",82476441510
Потапов Всеволод Геннадиевич,2023,Целевая,74,6.9,143.0,Экономика,"п. Троицк (Моск.), пер. Мая 1, д. 3 стр. 5, 117916",+7 (953) 235-1303
Наина Филипповна Денисова,2025,Целевая,79,7.4,153.0,Медицина,"д. Кропоткин (Краснод.), наб. Садовая, д. 293, 109921",+7 296 724 45 46
Елисеев Гурий Иосифович,2025,Платная,88,6.9,157.0,Лингвистика,"г. Канск, пр. Лазурный, д. 547, 943898",8 481 562 4424
Гаврила Витальевич Голубев,2024,Платная,67,8.8,155.0,Медицина,"п. Данков, ш. Речное, д. 84, 395153",+7 (373) 695-90-08
Данилов Богдан Витальевич,2021,Платная,47,9.0,137.0,Дизайн,"г. Усть-Ишим, ш. Болотное, д. 42 к. 6, 869785",83148302668
Стрелков Ратмир Демьянович,2023,Целевая,68,8.6,154.0,Юриспруденция,"с. Буденновск, бул. Медицинский, д. 90 стр. 9/1, 448520",8 (428) 994-59-12
Третьякова Ксения Руслановна,2021,Платная,10,6.8,78.0,Психология,"ст. Видное, наб. Интернациональная, д. 406, 277683",+7 497 613 69 98
Мартынов Георгий Игоревич,2023,Целевая,45,7.9,124.0,Психология,"д. Пермь, ул. Новостройка, д. 4 к. 8/4, 561342",+7 (885) 135-05-38
Мясников Ростислав Давыдович,2025,Целевая,82,7.7,159.0,Медицина,"к. Онега, наб. Пролетарская, д. 947 к. 1/9, 098985",+7 (918) 499-74-11
Анатолий Юлианович Кононов,2025,Целевая,59,8.8,147.0,Экономика,"с. Великий Устюг, пр. Молодежный, д. 91, 108141",+70846775448
Лобанова Лариса Кузьминична,2022,Целевая,40,6.7,107.0,Менеджмент,"к. Минусинск, ул. Зеленая, д. 616 стр. 3, 504408",8 948 650 7574
Марфа Альбертовна Архипова,2025,Бюджет,61,8.3,144.0,Информатика и вычислительная техника,"п. Смоленск, ул. Чайковского, д. 6/5 к. 38, 210187",8 606 648 4657
Гаврилов Аполлинарий Гаврилович,2025,Платная,47,6.7,114.0,Информатика и вычислительная техника,"клх Елатьма, ш. Высоцкого, д. 303, 847939",8 653 526 2324
Сазонов Аггей Федотович,2024,Бюджет,35,8.2,117.0,Дизайн,"г. Усинск, наб. Красина, д. 317 стр. 6/4, 263514",+7 424 544 06 55
Назаров Карп Викторович,2021,Платная,65,9.3,158.0,Строительство,"г. Талдом, ш. Высокое, д. 198 к. 3, 767039",+7 (227) 337-4955
Филатов Дорофей Зиновьевич,2022,Целевая,43,8.0,123.0,Лингвистика,"клх Йошкар-Ола, бул. Маркса Карла, д. 9, 550493",+75347586167
Филиппова Прасковья Аскольдовна,2022,Бюджет,51,8.2,133.0,Юриспруденция,"к. Черкесск, пер. 9 мая, д. 8 к. 830, 422508",8 228 299 55 28
Григорьев Пахом Артёмович,2022,Платная,55,8.6,141.0,Дизайн,"г. Кырен, пер. Российский, д. 3/8 к. 21, 751637",+7 (717) 351-70-25
Фомина Синклитикия Романовна,2021,Бюджет,74,5.6,130.0,Лингвистика,"п. Кизилюрт, наб. Первомайская, д. 1 к. 8, 867967",+7 393 895 19 13
Ширяев Капитон Евсеевич,2022,Целевая,46,7.3,119.0,Информатика и вычислительная техника,"к. Верхний Уфалей, наб. Коммунистическая, д. 1, 202999",8 117 967 41 85
Носова Анастасия Владимировна,2025,Платная,57,6.1,118.0,Дизайн,"к. Кириши, пр. Станционный, д. 55 к. 60, 094550",+7 (824) 680-4983
Адам Демидович Фролов,2021,Целевая,53,7.2,125.0,Лингвистика,"д. Добрянка, алл. Средняя, д. 1/9 к. 2, 089814",+7 (897) 001-25-52
Валентина Геннадиевна Самойлова,2023,Целевая,84,8.8,172.0,Дизайн,"к. Южноуральск, пер. Пролетарский, д. 2 стр. 97, 083525",+7 (007) 612-6776
Ксения Григорьевна Лазарева,2023,Платная,28,9.9,127.0,Юриспруденция,"г. Биробиджан, ул. Бажова, д. 114 к. 5, 702588",8 659 963 44 68
